trigger(1): bCanEdit -> canBeEdited, OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/widget/KeyEditor.java, 199, ParameterName, 7a66ccb5ee5d3de8f3814267969139397de45e12
12: ['mPassphraseAgainEditText', 'mPassphraseAgainBeEditedText', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/dialog/SetPassphraseDialogFragment.java', 53, 'FieldName']
13: ['BOOTSTRAP_EDIT_TEXT_DANGER', 'BOOTSTRAP_BE_EDITED_TEXT_DANGER', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 34, 'FieldName']
14: ['mPassphraseEditText', 'mPassphraseBeEditedText', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/dialog/PassphraseDialogFragment.java', 65, 'FieldName']
15: IDMATCH EXMATCH ['mCanEdit', 'mCanBeEdited', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/widget/SectionView.java', 67, 'FieldName']
16: IDMATCH EXMATCH ['setCanEdit', 'setCanBeEdited', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/widget/KeyEditor.java', 199, 'MethodName']
17: ['editIntent', 'beEditedIntent', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/ViewKeyMainFragment.java', 143, 'VariableName']
18: ['BootstrapEditText', 'BootstrapBeEditedText', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 26, 'MethodName']
19: ['BootstrapEditText', 'BootstrapBeEditedText', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 12, 'ClassName']
20: ['BootstrapEditText', 'BootstrapBeEditedText', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 16, 'MethodName']
21: IDMATCH ['bCanEdit', 'bCanBeEdited', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/widget/SectionView.java', 110, 'ParameterName']
22: ['ACTION_EDIT_KEY', 'ACTION_BE_EDITED_KEY', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/EditKeyActivity.java', 84, 'FieldName']
23: ['edit_key', 'be_edited_key', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/Id.java', 68, 'FieldName']
24: ['finallyEdit', 'finallyBeEdited', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/EditKeyActivity.java', 372, 'MethodName']
25: ['BootstrapEditText', 'BootstrapBeEditedText', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 21, 'MethodName']
26: ['handleActionEditKey', 'handleActionBeEditedKey', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/EditKeyActivity.java', 264, 'MethodName']
27: ['BOOTSTRAP_EDIT_TEXT_DEFAULT', 'BOOTSTRAP_BE_EDITED_TEXT_DEFAULT', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 31, 'FieldName']
28: ['BOOTSTRAP_EDIT_TEXT_SUCCESS', 'BOOTSTRAP_BE_EDITED_TEXT_SUCCESS', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 32, 'FieldName']
total 28 recommends

trigger(5): mCanEdit -> mCanBeEdited, OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/widget/SectionView.java, 67, FieldName, 7a66ccb5ee5d3de8f3814267969139397de45e12
recommend list:
1: ['setBootstrapEditTextEnabled', 'setBootstrapBeEditedTextEnabled', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 179, 'MethodName']
2: ['filenameEditText', 'filenameBeEditedText', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/dialog/FileDialogFragment.java', 167, 'VariableName']
3: IDMATCH EXMATCH ['setCanEdit', 'setCanBeEdited', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/widget/UserIdEditor.java', 55, 'MethodName']
4: ['BOOTSTRAP_EDIT_TEXT_WARNING', 'BOOTSTRAP_BE_EDITED_TEXT_WARNING', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 33, 'FieldName']
5: ['editIntent', 'beEditedIntent', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/KeyListFragment.java', 533, 'VariableName']
6: ['EditKeyActivity', 'BeEditedKeyActivity', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/EditKeyActivity.java', 80, 'ClassName']
7: IDMATCH ['bCanEdit', 'bCanBeEdited', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/widget/UserIdEditor.java', 55, 'ParameterName']
8: ['mQueryEditText', 'mQueryBeEditedText', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/ImportKeysServerFragment.java', 47, 'FieldName']
9: ['mPassphraseEditText', 'mPassphraseBeEditedText', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/dialog/SetPassphraseDialogFragment.java', 52, 'FieldName']
10: IDMATCH ['bCanEdit', 'bCanBeEdited', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/widget/KeyEditor.java', 199, 'ParameterName']
11: ['mActionEdit', 'mActionBeEdited', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/ViewKeyMainFragment.java', 64, 'FieldName']
12: ['mPassphraseAgainEditText', 'mPassphraseAgainBeEditedText', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/dialog/SetPassphraseDialogFragment.java', 53, 'FieldName']
13: ['BOOTSTRAP_EDIT_TEXT_DANGER', 'BOOTSTRAP_BE_EDITED_TEXT_DANGER', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 34, 'FieldName']
14: ['mPassphraseEditText', 'mPassphraseBeEditedText', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/dialog/PassphraseDialogFragment.java', 65, 'FieldName']
15: IDMATCH EXMATCH ['setCanEdit', 'setCanBeEdited', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/widget/KeyEditor.java', 199, 'MethodName']
16: ['editIntent', 'beEditedIntent', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/ViewKeyMainFragment.java', 143, 'VariableName']
17: ['BootstrapEditText', 'BootstrapBeEditedText', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 26, 'MethodName']
18: ['BootstrapEditText', 'BootstrapBeEditedText', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 12, 'ClassName']
19: ['BootstrapEditText', 'BootstrapBeEditedText', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 16, 'MethodName']
20: IDMATCH ['bCanEdit', 'bCanBeEdited', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/widget/SectionView.java', 110, 'ParameterName']
21: ['ACTION_EDIT_KEY', 'ACTION_BE_EDITED_KEY', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/EditKeyActivity.java', 84, 'FieldName']
22: ['edit_key', 'be_edited_key', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/Id.java', 68, 'FieldName']
23: ['finallyEdit', 'finallyBeEdited', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/EditKeyActivity.java', 372, 'MethodName']
24: IDMATCH EXMATCH ['setCanEdit', 'setCanBeEdited', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/widget/SectionView.java', 110, 'MethodName']
25: ['BootstrapEditText', 'BootstrapBeEditedText', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 21, 'MethodName']
26: ['handleActionEditKey', 'handleActionBeEditedKey', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/EditKeyActivity.java', 264, 'MethodName']
27: ['BOOTSTRAP_EDIT_TEXT_DEFAULT', 'BOOTSTRAP_BE_EDITED_TEXT_DEFAULT', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 31, 'FieldName']
28: ['BOOTSTRAP_EDIT_TEXT_SUCCESS', 'BOOTSTRAP_BE_EDITED_TEXT_SUCCESS', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 32, 'FieldName']
total 28 recommends

trigger(6): bCanEdit -> canBeEdited, OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/widget/UserIdEditor.java, 55, ParameterName, 7a66ccb5ee5d3de8f3814267969139397de45e12
recommend list:
1: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/CMSTest.java', 306, 'VariableName']
2: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/jdk1.3/org/spongycastle/cms/test/SignedDataStreamTest.java', 1039, 'VariableName']
3: ['bOut', 'out', 'libraries/spongycastle/prov/src/main/jdk1.3/org/spongycastle/jce/provider/JDKAlgorithmParameters.java', 541, 'VariableName']
4: ['bOut', 'out', 'libraries/spongycastle/prov/src/main/jdk1.3/org/spongycastle/jce/provider/JDKPKCS12KeyStore.java', 1419, 'VariableName']
5: ['slt2b', 'slt2', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSBlindTest.java', 109, 'FieldName']
6: ['bWord', 'word', 'libraries/spongycastle/core/src/main/j2me/java/math/BigInteger.java', 795, 'VariableName']
7: ['bOut', 'out', 'libraries/spongycastle/pkix/src/main/java/org/spongycastle/cms/CMSAuthenticatedDataGenerator.java', 144, 'VariableName']
8: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewEnvelopedDataStreamTest.java', 716, 'VariableName']
9: ['setBootstrapEditTextEnabled', 'setBootstrapBeEditedTextEnabled', 'libraries/AndroidBootstrap/src/com/beardedhen/androidbootstrap/BootstrapEditText.java', 179, 'MethodName']
10: ['bOut', 'out', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/jcajce/provider/asymmetric/util/PKCS12BagAttributeCarrierImpl.java', 86, 'VariableName']
11: ['bIn', 'in', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/jcajce/provider/keystore/pkcs12/PKCS12KeyStoreSpi.java', 777, 'VariableName']
12: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/util/encoders/test/AbstractCoderTest.java', 138, 'VariableName']
13: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/ASN1SequenceParserTest.java', 163, 'VariableName']
14: ['_bOut', '_out', 'libraries/spongycastle/core/src/main/java/org/spongycastle/asn1/DERSequenceGenerator.java', 10, 'FieldName']
15: ['bOut', 'out', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/PKCS12StoreTest.java', 987, 'VariableName']
16: ['bIn', 'in', 'libraries/spongycastle/prov/src/test/jdk1.1/org/spongycastle/jce/provider/test/CertTest.java', 723, 'VariableName']
17: ['bStart', 'start', 'libraries/spongycastle/core/src/main/j2me/java/math/BigInteger.java', 2915, 'VariableName']
18: ['bIn', 'in', 'libraries/spongycastle/pkix/src/test/jdk1.1/org/spongycastle/cert/test/CertTest.java', 1828, 'VariableName']
19: ['bResp', 'resp', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/OCSPTest.java', 145, 'VariableName']
20: ['bOut', 'out', 'libraries/spongycastle/pkix/src/main/java/org/spongycastle/cms/CMSSignedDataGenerator.java', 145, 'VariableName']
21: ['bOut', 'out', 'libraries/spongycastle/core/src/main/java/org/spongycastle/crypto/prng/FixedSecureRandom.java', 48, 'VariableName']
22: ['bIn', 'in', 'libraries/spongycastle/pkix/src/test/jdk1.1/org/spongycastle/cert/test/CertTest.java', 1274, 'VariableName']
23: ['getB', 'get', 'libraries/spongycastle/core/src/main/java/org/spongycastle/asn1/ua/DSTU4145ECBinary.java', 102, 'MethodName']
24: ['bIn', 'in', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataTest.java', 1636, 'VariableName']
25: ['bIn', 'in', 'libraries/spongycastle/pkix/src/test/jdk1.1/org/spongycastle/cert/test/CertTest.java', 1213, 'VariableName']
26: ['bWord', 'word', 'libraries/spongycastle/core/src/main/j2me/java/math/BigInteger.java', 2920, 'VariableName']
27: ['sig1b', 'sig1', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSTest.java', 74, 'FieldName']
28: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/jdk1.3/org/spongycastle/cms/test/SignedDataStreamTest.java', 1121, 'VariableName']
29: ['bOut', 'out', 'libraries/spongycastle/jce/src/main/java/javax/crypto/EncryptedPrivateKeyInfo.java', 226, 'VariableName']
30: ['bIn', 'in', 'libraries/spongycastle/core/src/main/java/org/spongycastle/crypto/engines/IESEngine.java', 356, 'VariableName']
31: ['x9B', 'x9', 'libraries/spongycastle/core/src/main/java/org/spongycastle/asn1/x9/X9Curve.java', 88, 'VariableName']
32: ['bX', 'X', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/jce/provider/JCEECPublicKey.java', 347, 'VariableName']
33: ['bY', 'Y', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/jce/provider/JCEECPublicKey.java', 348, 'VariableName']
34: ['bOut', 'out', 'libraries/spongycastle/core/src/main/java/org/spongycastle/asn1/DERUniversalString.java', 83, 'VariableName']
35: ['bLen', 'len', 'libraries/spongycastle/core/src/main/java/org/spongycastle/pqc/crypto/ntru/NTRUEngine.java', 388, 'VariableName']
36: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/OctetStringTest.java', 57, 'VariableName']
37: ['bKeyPair', 'keyPair', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/DHTest.java', 339, 'VariableName']
38: ['bSecret', 'secret', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/DHTest.java', 302, 'VariableName']
39: ['bOut', 'out', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/ocsp/OCSPReq.java', 309, 'VariableName']
40: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/ASN1SequenceParserTest.java', 76, 'VariableName']
41: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/openpgp/PGPSignature.java', 518, 'VariableName']
42: ['bOut', 'out', 'libraries/spongycastle/prov/src/main/java/org/spongycastle/jcajce/provider/asymmetric/rsa/PSSSignatureSpi.java', 332, 'FieldName']
43: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataStreamTest.java', 196, 'ParameterName']
44: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/GenerationTest.java', 264, 'VariableName']
45: ['bOut', 'out', 'libraries/spongycastle/jce/src/main/java/javax/crypto/SealedObject.java', 98, 'VariableName']
46: ['bIn', 'in', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/SunProviderTest.java', 102, 'VariableName']
47: ['bIn', 'in', 'libraries/spongycastle/prov/src/test/jdk1.1/org/spongycastle/jce/provider/test/CertTest.java', 843, 'VariableName']
48: ['bKeyPair', 'keyPair', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/DHTest.java', 274, 'ParameterName']
49: ['bOut', 'out', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/X509StreamParserTest.java', 89, 'VariableName']
50: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/jdk1.3/org/spongycastle/cms/test/SignedDataStreamTest.java', 667, 'VariableName']
51: ['bIn', 'in', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/AESTest.java', 58, 'VariableName']
52: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/openpgp/PGPSignatureGenerator.java', 454, 'VariableName']
53: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cert/test/SHA1DigestCalculator.java', 16, 'FieldName']
54: ['bCoefficients', 'coefficients', 'libraries/zxing/src/com/google/zxing/common/reedsolomon/GenericGFPoly.java', 157, 'VariableName']
55: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/bcpg/SignaturePacket.java', 429, 'VariableName']
56: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/bcpg/TrustPacket.java', 18, 'VariableName']
57: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/X509NameTest.java', 302, 'VariableName']
58: ['slt8b', 'slt8', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/PSSTest.java', 171, 'FieldName']
59: ['bPub', 'pub', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/IESTest.java', 162, 'VariableName']
60: ['bOut', 'out', 'libraries/spongycastle/core/src/main/java/org/spongycastle/util/encoders/Base64.java', 124, 'VariableName']
61: ['bOut', 'out', 'libraries/spongycastle/pg/src/test/java/org/spongycastle/openpgp/test/PGPClearSignedSignatureTest.java', 362, 'ParameterName']
62: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/CipherStreamTest.java', 268, 'VariableName']
63: ['filenameEditText', 'filenameBeEditedText', 'OpenPGP-Keychain/src/main/java/org/sufficientlysecure/keychain/ui/dialog/FileDialogFragment.java', 167, 'VariableName']
64: ['bOut', 'out', 'libraries/spongycastle/pg/src/main/java/org/spongycastle/openpgp/PGPPublicKeyRingCollection.java', 270, 'VariableName']
65: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataStreamTest.java', 1256, 'VariableName']
66: ['bOut', 'out', 'libraries/spongycastle/core/src/main/java/org/spongycastle/asn1/DERGenerator.java', 87, 'VariableName']
67: ['bOut', 'out', 'libraries/spongycastle/pg/src/test/java/org/spongycastle/openpgp/test/PGPPBETest.java', 123, 'VariableName']
68: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/GenerationTest.java', 108, 'VariableName']
69: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewSignedDataStreamTest.java', 965, 'VariableName']
70: ['bIn', 'in', 'libraries/spongycastle/pkix/src/test/jdk1.3/org/spongycastle/cms/test/SignedDataTest.java', 1086, 'VariableName']
71: ['gost341094B', 'gost341094', 'libraries/spongycastle/pkix/src/test/jdk1.1/org/spongycastle/cert/test/CertTest.java', 574, 'FieldName']
72: ['bVal', 'val', 'libraries/spongycastle/core/src/test/java/org/spongycastle/crypto/test/SRP6Test.java', 125, 'VariableName']
73: ['bOut', 'out', 'libraries/spongycastle/prov/src/test/java/org/spongycastle/jce/provider/test/DHTest.java', 362, 'VariableName']
74: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewCompressedDataStreamTest.java', 83, 'VariableName']
75: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/NewEnvelopedDataStreamTest.java', 427, 'VariableName']
76: ['bOut', 'out', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/tsp/test/SHA256DigestCalculator.java', 16, 'FieldName']
77: ['rB', 'r', 'libraries/spongycastle/pkix/src/main/java/org/spongycastle/eac/operator/jcajce/JcaEACSignerBuilder.java', 137, 'VariableName']
78: ['sB', 's', 'libraries/spongycastle/pkix/src/main/java/org/spongycastle/eac/operator/jcajce/JcaEACSignerBuilder.java', 138, 'VariableName']
79: ['bOut', 'out', 'libraries/spongycastle/pg/src/test/java/org/spongycastle/openpgp/test/BcPGPPBETest.java', 127, 'VariableName']
80: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/CMSTest.java', 159, 'VariableName']
81: ['bIn', 'in', 'libraries/spongycastle/pkix/src/test/java/org/spongycastle/cms/test/BcSignedDataTest.java', 1463, 'VariableName']
82: ['bOut', 'out', 'libraries/spongycastle/core/src/test/java/org/spongycastle/asn1/test/OctetStringTest.java', 85, 'VariableName']
